runtime_path	sha256	provenance_group	evidence	license
assets/frozendawn/sounds/entity/hearth/boundary_warning.ogg	3eadd5bbacc9dd3b3caafe85ad2329f2860240388dfba139278f4351fab01f28	master_thae_iven_owner	tools/audio_sources/master_architect/SOURCES.md	Frozen Dawn original
assets/frozendawn/sounds/entity/hearth/orsathae.ogg	b6cada4187b3662994351b4e6db896c2b968103ed20f7f87e8d615f2fb111742	master_thae_iven_owner	tools/audio_sources/master_architect/SOURCES.md	Frozen Dawn original
assets/frozendawn/sounds/entity/master_architect/aura/arc_crackle.ogg	39be75c7c55b5ce0ea9d2fba441fb6dd66358cc6a5c6c3c3d22dbf02269f14de	master_thae_iven_owner	tools/audio_sources/master_architect/SOURCES.md	Frozen Dawn original
assets/frozendawn/sounds/entity/master_architect/aura/infrasound.ogg	7fe5b16b0cbba7af34ecd22a1acbeb0e026bb0a1d7f30dd4f5ebd4d36481d9f7	master_thae_iven_owner	tools/audio_sources/master_architect/SOURCES.md	Frozen Dawn original
assets/frozendawn/sounds/entity/master_architect/aura/thundersnow_close.ogg	7ef2b061cfbbe1b57e069b22e93756f263aabc60ca6c3b51070381e4cfb3f725	master_thae_iven_owner	tools/audio_sources/master_architect/SOURCES.md	Frozen Dawn original
assets/frozendawn/sounds/entity/master_architect/aura/thundersnow_distant.ogg	ef2a784164590836e9edf4219c3d678b32c06dc5d3a0b25efdd39b3838cebd95	master_thae_iven_owner	tools/audio_sources/master_architect/SOURCES.md	Frozen Dawn original
assets/frozendawn/sounds/entity/master_architect/aura/thundersnow_mid.ogg	3158a9e5e72562f36ce8012a354937b571d845e804385b60fc6eea8a57946e8b	master_thae_iven_owner	tools/audio_sources/master_architect/SOURCES.md	Frozen Dawn original
assets/frozendawn/sounds/entity/master_architect/cast.ogg	4037d758709acee021135b63428efbb673c002c459a0ba292986220536f891a5	master_thae_iven_owner	tools/audio_sources/master_architect/SOURCES.md	Frozen Dawn original
assets/frozendawn/sounds/entity/master_architect/continuity_fracture.ogg	24ef2d5cf69f52d0dfd747eae16b5f8d85aae295142d568ac513dd8b51628006	master_thae_iven_owner	tools/audio_sources/master_architect/SOURCES.md	Frozen Dawn original
assets/frozendawn/sounds/entity/master_architect/death_detonate.ogg	8e74e547e8be2b8961058adacf92cccb8c538c1335b85aa1bbb715a9d441a35c	master_thae_iven_owner	tools/audio_sources/master_architect/SOURCES.md	Frozen Dawn original
assets/frozendawn/sounds/entity/master_architect/last_wall.ogg	0690b3e6877ed76bdc1df24300cc9dcfa3759666ea6719fd9de30e384b028ce1	master_thae_iven_owner	tools/audio_sources/master_architect/SOURCES.md	Frozen Dawn original
assets/frozendawn/sounds/entity/master_architect/staff.ogg	808c21d48e26e79e95017c12f0fc2de8c5e99578f3fd5c2a86ff71d34809b74e	master_thae_iven_owner	tools/audio_sources/master_architect/SOURCES.md	Frozen Dawn original
assets/frozendawn/sounds/entity/master_architect/storm_maintain.ogg	88315d361d654e0fc6115fe8c34ef998753c1e0ec5f20abf4a79ba8a9e9c7c7c	master_thae_iven_owner	tools/audio_sources/master_architect/SOURCES.md	Frozen Dawn original
assets/frozendawn/sounds/entity/master_architect/thermal_pulse.ogg	577d64a39ad5dac863212aa32deb8e8552ad08c05af3a8cacd3c7f3138bb01d9	master_thae_iven_owner	tools/audio_sources/master_architect/SOURCES.md	Frozen Dawn original
assets/frozendawn/sounds/entity/master_architect/thermal_sever.ogg	4590a8113c2332084d216bba8ae109e768b08b61d7d8770dd386bbda50dfd83c	master_thae_iven_owner	tools/audio_sources/master_architect/SOURCES.md	Frozen Dawn original
assets/frozendawn/sounds/entity/master_architect/voice_ambient.ogg	bfc32e7d7393e897dcdb7bc81f70c53d8b2a7e6aa30a6ceb32db1dd910118e77	master_thae_iven_owner	tools/audio_sources/master_architect/SOURCES.md	Frozen Dawn original
assets/frozendawn/sounds/entity/master_architect/voice_death.ogg	8a4ce08ab88db0f55d3014fd65396b15ef13821f4a54c4f91c363a522c7ffb70	master_thae_iven_owner	tools/audio_sources/master_architect/SOURCES.md	Frozen Dawn original
assets/frozendawn/sounds/entity/master_architect/voice_hurt.ogg	6d2e77e8aabdc2e5ea8508af4beb76ce330d5cb82e8feb1e220c710e346e92cf	master_thae_iven_owner	tools/audio_sources/master_architect/SOURCES.md	Frozen Dawn original
assets/frozendawn/sounds/entity/remnant/ambient.ogg	6762bc6dcf9920a56132a02f1de1ef9158f49c0ee36f19adf5fcd4dc5428ebd6	remnant_mixed	tools/audio_sources/remnant/SOURCES.md	CC0-derived and original
assets/frozendawn/sounds/entity/remnant/collapse.ogg	091c27a1d4f76ee5e2dd375e4060a45dbec3596ac6af360f073ea5bbca1fa201	remnant_mixed	tools/audio_sources/remnant/SOURCES.md	CC0-derived and original
assets/frozendawn/sounds/entity/remnant/death.ogg	e690373f0e981ec13fbae630e5eb9f1d8f6d522749b274ad4217fdcea69dfa30	remnant_mixed	tools/audio_sources/remnant/SOURCES.md	CC0-derived and original
assets/frozendawn/sounds/entity/remnant/false_heater.ogg	16cb24fa87d798c103f1b0963a1393e32c7648b9ba5c6ecb31adc5f59195eb8e	remnant_mixed	tools/audio_sources/remnant/SOURCES.md	CC0-derived and original
assets/frozendawn/sounds/entity/remnant/false_radio.ogg	da97dc8b4c34280df045b2212d5c4ec8353d7e12d00b1fcb6b8a93c48986a07c	remnant_mixed	tools/audio_sources/remnant/SOURCES.md	CC0-derived and original
assets/frozendawn/sounds/entity/remnant/grab.ogg	38046297a5f773f26e7199dd26cd1b4680d2d11e0e96f53384a5269a30b2e4ac	remnant_mixed	tools/audio_sources/remnant/SOURCES.md	CC0-derived and original
assets/frozendawn/sounds/entity/remnant/hurt.ogg	6764dba3689a582a05a901adaed624bb111b8def731d01c7dcc613b5fe46b98c	remnant_mixed	tools/audio_sources/remnant/SOURCES.md	CC0-derived and original
